Sr.No.,Category,Name of Book,Author,Acc.No,Price ,quantity,availibility,Rack No.,accession_date,Classification/Section No.,Publisher ,Publisher Place,year,Pages,ISBN,Receipt No.,added_on
1387,Reference,Aksharvishva,"Limaye,Vrunda",B.Ed/1387,40,1,,30,,891.46/LIM,Unmesh Prakashan,Pune,1991,120,,,
1388,Reference,Bhartiya samaj,"Bobade,Prakash",B.Ed/1388,60,1,,30,,301/BOB,Mangesh Prakashan,Nagpur,1994,363,,,
1389,Reference,Aajache Shikshan : Aajachya Samasya,"Patil,Leela; Kulkarni,Vishwambhar",B.Ed/1389,70,1,,30,,370/PAT,Shree Vidya Prakashan,Pune,1990,291,,,
1390,Reference,Chintan Chaitannyache,"Rege,M.S.;Phadake,Madhukar",B.Ed/1390,50,1,,30,,891.46/REG,Madhyamik Shikshan Manch,Mumbai,1994,110,,,
1391,Reference,Jag Aani Lokshahi,"Potnis,Shrikrishna",B.Ed/1391,185,1,,30,,891.46/POT,Madhuraj Publications Pvt. Ltd. ,Pune,1995,310,,,
1392,Biography,G.T.Madkholkar- Charitra Aani Vangamay,"Kulkarni,V.H.",B.Ed/1392,150,1,,30,,891.46/KUL,Vinus Prakashan,Pune,1992,374,,,
1393,Education & Reference,Etihasache Adhyapan,"Parasnis,N.R.;Dharurkar,Y.J.",B.Ed/1393,22,1,,30,,907/PAR,Vinus Prakashan,Pune,1986,167,,,
1394,Reference,Hindustanchya Etihasatil Krushnapaksha,"Oak,P.N.",B.Ed/1394,125,1,,30,,910/OAK,Manorama Prakashan,Mumbai,1996,208,,,
1395,Reference,Marathi Kadambaritil Pradeshikata,"Shelake,Bhaskar",B.Ed/1395,132,1,,30,,891.46/SHE,Snehavardhan Publishing House,Pune,1997,131,,,
1396,Drama,Mukta,"Dalavi,Jaiwant",B.Ed/1396,20,1,,30,,891.46/DAL,Majestic Book stall,Mumbai,1985,82,,,
1397,Reference,Prarthana,"Desai,Madhavi",B.Ed/1397,130,1,,30,,891.46/DES,Impresions Publishing House,Belgoan,1995,236,,,
1398,Reference,Vaidnyanik Krantiche Pranete,"Dighe,Prabhakar",B.Ed/1398,24,1,,30,,891.46/DIG,Aarti Prakashan,Dombivali,1987,86,,,
1399,Education & Reference,Paryavaran Shiksha,"Upadhyay,Radhavallabh",B.Ed/1399,50,1,,30,,551/UPA,Vinod Pustak Mandir,Agra,,210,,,
1400,Education & Reference,Challenges In Indian Education,"Lakshmi,S",B.Ed/1400,175,1,,30,,370/LAK,Sterling Publishers Pvt. Ltd.,New Delhi,1992,200,,,
1401,Education & Reference,Loksankhya Shikshan,"Ahire,B.G.;Bondarde,K.M.",B.Ed/1401,75,1,,30,,304.6/AHI,Nutan Prakashan,Pune,1999,230,,,
1402,Education & Reference,The Learner : Nature And Development,"Walia,J.S.",B.Ed/1402,64.8,1,,30,,370/WAL,Paul Publishers,Jalandhar,1993,374,,,
1403,Education & Reference,Communication In Schools,"Taori,Sheela ",B.Ed/1403,120,1,,30,,371.2/TAO,Regency Publication,New Delhi,1994,92,,,
1404,Education & Reference,Education Of Exceptional Children,"Panda,K.C.",B.Ed/1404,175,1,,30,,370/PAN,Vikas Publishing House Pvt.Lim.,New Delhi,1997,331,,,
1405,Education & Reference,Modern Indian Education And Its Problems,"Walia,J.S.",B.Ed/1405,68.8,1,,30,,370/WAL,Paul Publishers,Jalandhar,,596,,,
1406,Education & Reference,Teacher Education,"Sharma,Shashi Prabha",B.Ed/1406,300,1,,30,,371.2/SHA,"Kanishka Publishers,Distributers",New Delhi,2006,574,,,
1407,Reference,Bharat Aani Jagatil Shikshan,"Dange,Chandrakumar",B.Ed/1407,40,1,,31,,370/DAN,Nutan Prakashan,Pune,1991,151,,,
1408,Reference,Anekrangi Shaley Sanskrutik ,"Gupte,Lalita",B.Ed/1408,60,1,,31,,370/GUP,Unmesh Prakashan,Pune,1991,128,,,
1409,Reference,Akshranjali,"Gokhale,Arvind V.",B.Ed/1409,130,1,,31,,891.46/GOK,Man sanman Prakashan,Pune,,174,,,
1410,Reference,Aamchi kavita,"Howal,Vaman",B.Ed/1410,50,1,,31,,891.461/HOW,Abahy Shikshn Kendra,Mumbai,1994,88,,,
1411,Reference,Antarvedh,"Borkar,Milind",B.Ed/1411,50,1,,31,,891.46/BOR,Pushp Prakashan,Pune,1991,131,,,
1412,Autobiography,Mazhe Aatma Charitra,"Pusegaonkar,Sumati",B.Ed/1412,120,1,,31,,891.46/PUS,Bajaj Prakashan,Amravati,1996,275,,,
1413,Reference,Engraji Vyakaran,"Kale,B.S.",B.Ed/1413,30,1,,31,,425/KAL,Pragati Books Pvt. Ltd.,Mumbai,,261,,,
1414,Biography,Mahan Udyogpati J.R.D.Tata,"Lala,R.M.",B.Ed/1414,150,1,,31,,891.46/LAL,Rajpal & Sons,Delhi,1994,251,,,
1415,Reference,Innovations In Teaching-Learning Process,"Chauhan,S.S.",B.Ed/1415,50,1,,31,,823/CHA,Vikas Publishing House Pvt.Lim.,New Delhi,1994,190,,,
1416,Education & Reference,Arthashastra Adhyapan Paddhati,"Gajare,R.V.;Puranik,C.B.",B.Ed/1416,20,1,,31,,330/GAJ,Nutan Prakashan,Pune,1991,92,,,
1417,Education & Reference,Vikasache Va Adhyayanache Manasashastra,"Badave-Shevtekar,Sharada",B.Ed/1417,250,1,,31,,370.15/SHE,Vidya Prakashan,Nagpur,2004,340,,,
1418,Education & Reference,Shaikshanik Manasashatra Va Prayogik Karya,"Ponkshe,D.B.",B.Ed/1418,150,1,,31,,370.15/PON,Nutan Prakashan,Pune,2005,224,,,
1419,Reference,Dnyanadhishtit Samaj,"Bhosale,Rama;Yewale,Seema",B.Ed/1419,40,1,,31,,371/BHO,Phadake Prakashan,Kolhapur,2010,93,,,
1420,Education & Reference,Contemporary Thoughts On Education,"Buch,Piloo; Dave,Jyotsna",B.Ed/1420,,1,,31,,371.2/BUC,Society For Educational Research And Development,Baroda,1998,312,,,
1421,Education & Reference,Aadarsha Chaitanyadai Shaley Niyojan,"Gupte,Lalita",B.Ed/1421,50,1,,31,,371.2/GUP,Unmesh Prakashan,Pune,1991,104,,,
1422,Reference,How To Complete Your Research Project Succesfully,"Bell,Judith",B.Ed/1422,100,1,,31,,428/BEL,U B S Publishers Distributers LTD.,New Delhi,1993,139,,,
1423,Reference,V.H. Kulkarni Nivdak Lekh,"Kulkarni,Iravati",B.Ed/1423,60,1,,31,,891.46/KUL,Majestic Book stall,Mumbai,1988,180,,,
1424,Reference,Sattavan Te Sattechalis,"Walimbe,V.S.",B.Ed/1424,,1,,31,,891.46/WAL,Rajhansa Prakashan,Pune,1997,1080,,,
1425,Reference,Education In India,"Ramachandran,Padma; Ramkumar,Vasantha",B.Ed/1425,130,1,,31,,370/RAM,"National Book Trust,India",New Delhi,2005,430,,,
1426,Reference,Hindu Arthashastra,"Biwalkar,Ram",B.Ed/1426,80,1,,31,,330/Biw,Moraya Prakashan,Thane,1994,240,,,
1427,Reference,This Is India,"Wolf,Howard",B.Ed/1427,990,1,,31,,428/WOL,Academic Foundation,Delhi,1992,142,,,
1428,Education & Reference,Bhugol Shikahan,"Singh,H.N.",B.Ed/1428,30,1,,31,,910/SIN,Vinod Pustak Mandir,Agra,1992,264,,,
1429,Novel,Jave Tyanchya Desha,"Deshpande,P.L.",B.Ed/1429,100,1,,31,,891.46/DES,Shree Vidya Prakashan,Pune,2000,225,,,
1430,Poetry,Mazhya Kavita,"Rao,Usha",B.Ed/1430,20,1,,31,,891.461/HOW,Vaibhav Printing Press,Phalatan,,96,,,
1431,Education & Reference,Aadhunik Hindi Shikshan Vidhia,Bhatiya & Narang,B.Ed/1431,50.5,1,,31,,491.43/BHA,Prakash Brothers,Ludhiyana,1992,444+28,,,
1432,Reference,Aavhhan yuvashaktiche,"Chajed,Abhay",B.Ed/1432,40,1,,31,,891.46/CHA,Nahar Prakashan ,Pune,1993,152,,,
1433,Education & Reference,Marathi Kaviteche Adhyapan,"Joshi,Shilaja",B.Ed/1433,40,1,,31,,891.461/JOS,Nutan Prakashan,Pune,1989,176,,,
1434,Reference,Chala Vyaspithavar,"Gupte,Lalita",B.Ed/1434,65,1,,31,,891.46/GUP,Unmesh Prakashan,Pune,1990,202,,,
1435,Reference,Anaupcharik Shikshan : Kahi Pailu,"Naik,J.P.",B.Ed/1435,30,1,,31,,370/NAI,Indian Institut Of Education,Pune,1989,128,,,
1436,Poetry,Aathvanitalya Kavita - 3,"Mahajan,Padmakar; Barave,Dinkar",B.Ed/1436,75,1,,31,,891.461/MAH,Aathvan,Mumbai,1993,166,,,
1437,Novel,Goimai,"Khaire,Subhash Ramchandra",B.Ed/1437,180,1,,31,,891.46/KHA,Sidharth Prakashan,Mumbai,2007,264,,,
1438,Education & Reference,Navya Maharashtratil Shikshan,"Akolkar,G.V.",B.Ed/1438,15,1,,31,,370/AKO,Vinus Prakashan,Pune,1967,282,,,
1,Education & Reference,Fundamentals of Mathematical Statistics,"Gupta,S.C.; Kapoor,V.K.",B.Ed./01,55,1,1,1,,,Sultan Chand & Sons,New Delhi,1988,1104,,,
2,Education & Reference,"School Organisation, Administration and Management","Agarwal,J.C.",B.Ed/02,30,1,1,1,,,Doaba house,New Delhi,1989,304,,,
3,Education & Reference,Fundamentals of Educational Psychology,"Walia,J.S.",B.Ed/03,,1,1,1,,,Paul Publishers,Punjab,1992,624,,,
4,Education & Reference,Educational and Vocational Guidance in Secondary School,"Kochar,S.K.",B.Ed/04,45,1,1,1,,,Sterling Publishers Pvt. Ltd.,New Delhi,1990,479,,,
5,Education & Reference,Evaluation in Schools,"Danderkar,W.N.",B.Ed/05,50,1,1,1,,370.15/DAN,Shri Vidya Prakashan,Poona,1986,382,,,
6,Education & Reference,Theory and Principles of Education,Bhatia and Bhatia,B.Ed/06,35,1,1,1,,,Doaba house,New Delhi,1986,440,,,
7,Education & Reference,Fundamentals of Experimental Psychology,"Dandekar,W.N.",B.Ed/07,300,1,1,1,,,Anmol Prakashan,Pune,1999,426,,,
8,Education & Reference,Distance Education Theory and Practice,"Manohar,Murali K.",B.Ed/08,250,1,1,1,,,Open Learning Society,Hyderabad,1996,240,,,
9,Education & Reference,Modern Science Teaching,"Sharma,R.C.",B.Ed/09,30,1,1,1,,,Dhanpat Rai & Sons,Delhi,1991,400,,,
10,Education & Reference,Guidance and Counselling,"Bengalee,Mehroo D.",B.Ed/10,50,1,1,1,,,Sheth publishers Pvt. Ltd.,Bombay,1990,426,,,
11,Education & Reference,Mighty Visions,"Kurhade,M.S.",B.Ed/11,200,1,1,1,,,Sanskar Sarjan Education Society,Mumbai,2010,155,,,
12,Education & Reference,National Council for Teacher Education,NCTE,B.Ed/12,100,1,1,1,,,NCTE,,2005,165,,,
13,Reference,Shalanche Pragatipustak,"kalpande,Vasant; Roy,Basanti",B.Ed/13,200,1,1,1,,,"Shikshan Vikas Manch, Yashvantrao Chavan Pratishtan",Mumbai,2012,196,,,
14,Reference,Vishwakosh Varshiki 2005,"Jichkar,Shrikant",B.Ed/14,375,1,1,1,,,Maharashtra Rajya Marathi Vishwakosh Nirmiti Mandal,Mumbai,2005,1054,,,
15,Reference,Shaikshanik Manasashatra,"Pandit,R.V",B.Ed/15,425,1,1,1,,,Pimpalapure & Com. Publishers,Nagpur,2009,560,,,
16,Education & Reference,Methods and Techniques of Teaching,"Kochar,S.K.",B.Ed/16,50,1,1,1,,,Sterling Publishers Prv.Lim.,New Delhi,1992,364,,,
17,Education & Reference,Teaching of Mathematics,"Mukharje, Sandhya",B.Ed/17,15.5,1,1,1,,,Railway Crossing,Lucknow,1986,216,,,
18,Education & Reference,Shaikshanik Manasashatra,"Potdar,Vasudha",B.Ed/18,50,1,1,1,,,Suhas Egency,Pune,1996,248,,,
19,Reference,Sanskriti Darshan,,B.Ed/19,20,1,1,1,,,Sat Vichar Darshan,Mumbai,1997,240,,,
20,Education & Reference,Theory and Principles of Education,Bhatia and Bhatia,B.Ed/20,40,1,1,1,,,Doaba house,Mumbai,1987,440,,,
21,Education & Reference,Adhyapak Bhumika va Karye,"Shivnekar,L.M. ",B.Ed/21,60,1,1,1,,,Nutan Prakashan,Pune,1992,176,,,
22,Reference,Satyanveshi Aandolan,"Jain,Sureshdada",B.Ed/22,,1,1,1,,,,Jalgaon,,28,,,
23,Education & Reference,Vyavsay Margadarshan aani Sallakarya,"Patki,S.M.",B.Ed/23,70,1,1,1,,,Milind Prakashan,Aurangabad,1984,355,,,
24,Education & Reference,Doaba M.Ed. Guide,"Khanna,D;Saxena,V.R.;Lamba,T.P.",B.Ed/24,80,1,1,1,,,Doaba house,Delhi,1990,0,,,
25,Education & Reference,Adhunik Shiksha ka Vikas,"Tyagi,G.S.D.",B.Ed/25,40,1,1,2,,370.15/TYA,Vinod Pustak Mandir,Agra,1988,255,,,
26,Education & Reference,Praudh Shiksha,"Pandey,Ramshakal;Mishr,Karunashankar",B.Ed/26,40,1,1,2,,370.15/RAM/IMA,Vinod Pustak Mandir,Agra,1996,176,,,
27,Novel,Pasha,"Solapurkar,Jyoti",B.Ed/27,60,1,1,2,,891/SOL,Jyotsna Prakashan,Pune,2012,103,,,
28,Education & Reference,Aashayayukta Adhyapan Paddhati,"Sarpotdar,P.A;Bhosale,A.V.",B.Ed/28,50,1,1,2,,370/SAR,Phadake Prakashan,Kolhapur,2002,92,,,
29,Reference,Rasayan Shastranche Karagir,"Talpade,C.R.",B.Ed/29,6,1,1,2,,540/TAL,Vinus Prakashan,Pune,1996,90,,,
30,Education & Reference,Adhunik Shiksha ka Vikas,"Tyagi,G.S.D.",B.Ed/30,40,1,1,2,,370.15/TYA,Vinod Pustak Mandir,Agra,1988,255,,,
31,Reference,Shikshan kala,"Maathur,S.S.",B.Ed/31,32,1,1,2,,370.15/MAA,Vinod Pustak Mandir,Agra,,257,,,
32,Education & Reference,Teaching of Human Rights,"Mohanty,Jagannath",B.Ed/32,240,1,1,2,,371.4/MOH,Deep & Deep Pub. Pvt. Lim.,Delhi,2005,325,,,
33,Novel,The Boxes,"Sleator,William",B.Ed/33,,1,1,2,,891/WIL,Penguin Groups,New York,1998,197,,,
34,Novel,The Crucible,"Miller,Arthur",B.Ed/34,,1,1,2,,891/ART,Penguin Books,England,1981,152,,,
35,Novel,A Lesson Before Dying,"Gaines, J. Ernest",B.Ed/35,,1,1,2,,891/ERN,Vintage Books,New York,1993,256,,,
36,Novel,Four American Novels,Fuller;Achtenhagen,B.Ed/36,,1,1,2,,891/FUL/ACH,"Harcourt, Brace & World",New York,1959,661,,,
37,Novel,A Lesson Before Dying,"Gaines, J. Ernest",B.Ed/37,$12.95 ,1,1,2,,891/ERN,Vintage Books,New York,1993,256,,,
38,Novel,Myster of the Five Magics,"Hardy,Lyndon",B.Ed/38,,1,1,2,,891/LYN,Ballantine Books,New York,1981,373,,,
39,Novel,Ten Modern American Short Stories,"Sohn,David A.",B.Ed/39,,1,1,2,,891/DAV,Bantam Books,Toronto,1981,154,,,
40,Novel,Aman for All Seasons,"Bolt,Robert",B.Ed/40,,1,1,2,,891/ROB,Vintage Books,New York,1962,95,,,
41,Education & Reference,Jansankhya Shiksha,"Mallayya,K.C.",B.Ed/41,20,1,1,2,,304/MAL/SAM,Vinod Pustak Mandir,Agra,1990,188,,,
42,Education & Reference,Anoupacharik Shikshan,"Kulkarni,Manohar;Phegade,Ramdas",B.Ed/42,40,1,1,2,,920.71/TIW,Nutan Prakashan,Pune,1994,127,,,
43,Novel,Samarsaudamini,"Kher,B.D.",B.Ed/43,130,1,1,2,,891/KHE,Vihang prakashan,Pune,2006,176,,,
44,Reference,Zanzavati sahya va Swabhav,"Ghanekar,Madhusudan",B.Ed/44,80,1,1,2,,601/GAA,Nitin Prakashan,Pune,2000,104,,,
45,Biography,Jinnah,"Singh,Jaswant",B.Ed/45,695,1,1,2,,891/JAS,"Rupa, co",New Delhi,2009,669,,,
46,Reference,Samsamayik Aarthik Nirbandh,"Chauhan,S.S; Ravikant",B.Ed/46,52,1,1,2,,370/CHA/KAN,Upkar Prakashan,Agra,,220,,,
47,Reference,The Last Nizam,"Zubrzycki,John",B.Ed/47,395,1,1,2,,891/JOH,Pan Macmillan Australia Pty Lim.,Sydney,2007,382,,,
48,Novel,Hana's Suitcase,"Levine,Karen",B.Ed/48,125,1,1,2,,891/KAR,Jyotsna Prakashan,Pune,2007,111,,,
49,Education & Reference,Methods and Techniques of Teaching,"Kochhar,S.K.",B.Ed/49,100,1,1,2,,370/KOC,Sterling Publishers Private Lim.,New Delhi,2000,364,,,
50,Reference,A" for Adventure,"Panandiker,Surekha",B.Ed/50,40,1,1,2,,370.15/PAN,Jyotsna Prakashan,Pune,2012,69,,,
51,Reference,Pop-Ups,"Khare,Madhav",B.Ed/51,120,1,1,2,,370.15/KHA,Jyotsna Prakashan,Pune,2012,80,,,
52,Biography,An Edgar Allan Poe Reader,"Poe,Edgar Allan",B.Ed/52,,1,1,2,,891/EDG,Globe Book Company,New Jersey,1992,228,,,
53,Novel,Mahabharat,"Mangalvedhekar,Raja",B.Ed/53,75,1,1,2,,891/MAN,Jyotsna Prakashan,Pune,2010,125,,,
54,Story,Animal Stories,"Sahasrabuddhye,P.G.",B.Ed/54,75,1,1,2,,891/SAH,Jyotsna Prakashan,Pune,2011,116,,,
55,Reference,Natural Behavior in Humans and Animals,American Psychological Association,B.Ed/55,,1,1,2,,891/AME,"Teachers college, Columbia University",New York,1981,55,,,
56,Novel,Death of Salesman,"Miller,Arthur",B.Ed/56,$11.00 ,1,1,2,,823/MIL,Penguin Books,New York,1977,139,,,
57,Reference,States of Consciousness,American Psychological Association,B.Ed/57,,1,1,2,,370.15/AME,"Teachers college, Columbia University",New York,1981,55,,,
58,Story,Junior Great Books-series 4,The Great Books Foundation,B.Ed/58,,1,1,2,,370.15/THE,The Great Books Foundation,Chicago,1984,103,,,
59,Story,When I was a Little Girl,"Gilmore,Rachna",B.Ed/59,45,1,1,2,,891/GIL,Jyotsna Prakashan,Pune,2008,,,,
60,Story,Aesop''s Fables,"Lavlekar,Rajesh",B.Ed/60,25,1,1,2,,891/LAV,Jyotsna Prakashan,Pune,2009,40,,,
61,Reference,States of Consciousness,American Psychological Association,B.Ed/61,,1,1,2,,370.15/AME,"Teachers college, Columbia University",New York,1981,55,,,
62,Novel,Mahabharat,"Mangalvedhekar,Raja",B.Ed/62,75,1,1,2,,891/MAN,Jyotsna Prakashan,Pune,2010,125,,,
63,Reference,The National Geographic Magazine,National Geographic Society,B.Ed/63,,1,1,2,,891/NAT,National Geographic Society,Washington,1959,298,,,
64,Story,Animal Stories,"Sahasrabuddhye,P.G.",B.Ed/64,75,1,1,2,,891/SAH,Jyotsna Prakashan,Pune,2011,116,,,
65,Reference,World History,Fearon;Janus,B.Ed/65,,1,1,2,,891/FEA/JAN,Globe Fearon Educational Publisher,New Jersey,1990,176,,,
66,Education & Reference,Curriculum and Evaluation Standards for School Mathematics ,"Leiva,Miriam A.",B.Ed/66,,1,1,2,,510/ADD,National Council of Teachers of mathematics,Virginia,1993,32,,,
67,Reference,The second Voyage of the Mimi,"Math, Maya",B.Ed/67,,1,1,2,,510/SAM,Wings for Lerning,Scotts Valley,1990,130,,,
68,Reference,Everyday Mathematics,University of Chicago School,B.Ed/68,,1,1,2,,510/THE,MC Graw Hill/Wright Group,Chicago,2007,386,,,
69,Reference, Literature,Gold,B.Ed/69,,1,1,2,,891/PRI,Prentice Hall,New Jersey,1991,1054,,,
70,Reference,B.Ed. Pravesh Pariksha Sampurna Margadarshan,"Dayma,Brijmohan",B.Ed/70,180,1,1,2,,370/DAY,Vidyabharti Prakashan,Latur,2006,555,,,
71,Reference,Glencoe Health,,B.Ed/71,,1,1,2,,901/-,Glancoe McGrow Hill,New York,,118,,,
72,Reference,Math Practice,Prentice Hall,B.Ed/72,,1,1,2,,510/PRE,Prentice Hall,New Jersey,2005,16,,,
73,Reference,Bharat Road Atlas,"Pandya,Kaushik ",B.Ed/73,50,1,1,2,,901/PAN,Anada Sahitya Prakashan,Ahmadabad,2001,72,,,
74,Reference,The Watermelon Route,"Graban,Quentin",B.Ed/74,60,1,1,2,,891/GRE,Jyotsna Prakashan,Pune,2010,,,,
75,Reference,Tales from Hitopadesh,"Sahasrabuddhye,P.G.",B.Ed/75,70,1,1,2,,891/SAH,Jyotsna Prakashan,Pune,2011,92,,,
76,Reference,Junior Great Books-series 4,The Great Books Foundation,B.Ed/76,,1,1,2,,370.15/THE,The Great Books Foundation,Chicago,1984,103,,,
77,Story,The Girl Who Hated Books,"Pawagi,Manjusha",B.Ed/77,45,1,1,2,,891/PAW,Jyotsna Prakashan,Pune,2007,,,,
78,Story,Jungle Stories,"Godbole,Govind",B.Ed/78,60,1,1,2,,891/GOD,Jyotsna Prakashan,Pune,2011,79,,,
79,Reference,Teachers Manual(Everyday English Book 1),"Sahi,Jane",B.Ed/79,150,1,1,2,,491/JAN,Jyotsna Prakashan,Pune,2009,98,,,
80,Reference,Writting Research Reports,"Littell,McDougal",B.Ed/80,102,1,1,2,,423/LIT,McDougal Littell,Evanston,2001,103,,,
81,Reference,Algebra 1,"Littell,McDougal",B.Ed/81,,1,1,2,,510/LIT,McDougal Littell,Evanston,2004,31,,,
82,Reference,Sugam Marathi Vyakaran Lekhan ,"Vallambe,M.R.",B.Ed/82,60,1,1,3,,491.465/VAL,Nitin Prakashan,Pune,2001,298,,,
83,Reference,Dwitiya bhasha Hindi,"Dunakhe,Arvind;Dunakhe,Anshumati",B.Ed/83,225,1,1,3,,491.43/DUN,Nitya Nutan prakashan,Pune,2007,440,,,
84,Reference,Adhunik Hindi Shikshan,"Kumar,Yogesh",B.Ed/84,150,1,1,3,,491.43/KUM,A.P.H.Publishing co.,New Delhi,2004,198,,,
85,Education & Reference,Hindi Adhyapan Paddhati,"Randive,Kamalakar",B.Ed/85,140,1,1,3,,370.1/RNA,Nitya Nutan prakashan,Pune,2009,315,,,
86,Education & Reference,Hindi Aashayukta Adhyapan Paddhati,"Vaskar,Aanand;Vaskar,Pushpa",B.Ed/86,100,1,1,3,,491.43/VAS,Meheta Publishing House,Pune,1995,192,,,
87,Education & Reference,Marathiche Aashayaukta Adhyapan,"Dunakhe,Arvind",B.Ed/87,235,1,1,3,,370/DUN,Nitya Nutan prakashan,Pune,2007,470,,,
88,Education & Reference,Hindi Adhyapan ,"Pandit,B.B",B.Ed/88,50,1,1,3,,491.43/PAN,Nutan Prakashan,Pune,1991,158,,,
89,Education & Reference,Hindi: Vishaydnyan Evam Adhyapan Paddhati,"Dunakhe,Arvind;Dunakhe,Anshumati",B.Ed/89,150,1,1,3,,370/DUN,Nutan Prakashan,Pune,1998,400,,,
90,Education & Reference,Dwitiya bhasha Hindi,"Dunakhe,Arvind;Dunakhe,Anshumati",B.Ed/90,225,1,1,3,,370.1/DUN,Nitya Nutan prakashan,Pune,2007,440,,,
91,Education & Reference,Hindi Aashayukta Adhyapan ,"Pathan,B.B.",B.Ed/91,115,1,1,3,,491.43/PAT,Nitya Nutan prakashan,Pune,2008,208,,,
92,Education & Reference,Mulya Shikshan,"Pandey,Ramshakal;Mishr,Karunashankar",B.Ed/92,40,1,1,3,,370/PAN,Vinod Pustak Mandir,Agra,1991,152,,,
93,Education & Reference,Hindi Aashayukta Adhyapan,"Pathan,B.B.",B.Ed/93,115,1,1,3,,491.43/PAT,Nitya Nutan Prakashan  ,Pune,2008,208,,,
94,Education & Reference,Dwitiya bhasha Hindi,"Dunakhe,Arvind;Dunakhe,Anshumati",B.Ed/94,225,1,1,3,,491.43/DUN,Nitya Nutan Prakashan,Pune,2007,440,,,
95,Education & Reference,Hindi Adhyapan,"Pandit,B.B",B.Ed/95,50,1,1,3,,372.6043/PAN,Nutan Prakashan,Pune,1991,158,,,
96,Education & Reference,Dwitiya bhasha Hindi,"Dunakhe,Arvind;Dunakhe,Anshumati",B.Ed/96,225,1,1,3,,491.43/DUN,Nitya Nutan prakashan,Pune,2007,440,,,
97,Education & Reference,Hindi Adhyapan,"Pandit,B.B",B.Ed/97,50,1,1,3,,491.43/PAN,Nutan Prakashan,Pune,1991,158,,,
98,Education & Reference,Hindi Adhyapan,"Pandit,B.B",B.Ed/98,50,1,1,3,,491.43/PAN,Nutan Prakashan,Pune,1991,158,,,
99,Education & Reference,Nai Shiksha Niti,"Pandey,Ramshakal",B.Ed/99,40,1,1,3,,370/PAN,Vinod Pustak Mandir,Agra,1997,144,,,
100,Education & Reference,Navin Hindi Adhyapan Shailey,"Suri,Brujbala",B.Ed/100,110,1,1,3,,491.43/SUR,Animesh Prakashan,Mumbai,2009,133,,,
101,Reference,11 saptember,"Ghate,Niranjan",B.Ed/101,80,1,1,3,,891.46/GHA,Prajakta prakashan,Pune,2001,80,,,
102,Education & Reference,Marathi Adhyapan Paddhati,"Karandikar,Suresh",B.Ed/102,140,1,1,3,,370/KAR,Phadake Prakashan,Kolhapur,2000,301,,,
103,Education & Reference,Marathi Shikshan va Aashayukta Adhyapan,"Ransure,Vials",B.Ed/103,170,1,1,3,,370/RAN,Sanghmitra Prakashan,Miraj,2006,231,,,
104,Education & Reference,Marathi Shuddalekhan Pradeep,"Vallambe,M.R.",B.Ed/104,75,1,1,3,,491/VAL,Nitin Prakashan,Pune,2002,192,,,
105,Education & Reference,Marathi Shuddalekhan Pradeep,"Vallambe,M.R.",B.Ed/105,75,1,1,3,,491/VAL,Nitin Prakashan,Pune,2002,192,,,
106,Education & Reference,Marathi Shuddalekhan Pradeep,"Vallambe,M.R.",B.Ed/106,75,1,1,3,,491/VAL,Nitin Prakashan,Pune,2002,192,,,
107,Education & Reference,Marathi Kaviteche Adhyapan,"Joshi,Shilaja",B.Ed/107,40,1,1,3,,372.3946/JOS,Nutan Prakashan,Pune,1989,176,,,
108,Education & Reference,Sugam Marathi Vyakaran Lekhan ,"Vallambe,M.R.",B.Ed/108,60,1,1,3,,491.465/VAL,Nitin Prakashan,Pune,2001,313,,,
109,Education & Reference,Sugam Marathi Vyakaran Lekhan ,"Vallambe,M.R.",B.Ed/109,60,1,1,3,,491.465/VAL,Nitin Prakashan,Pune,2001,298,,,
110,Education & Reference,Sugam Marathi Vyakaran Lekhan ,"Vallambe,M.R.",B.Ed/110,60,1,1,3,,491.465/VAL,Nitin Prakashan,Pune,2001,298,,,
111,Education & Reference,Sugam Marathi Vyakaran Lekhan ,"Vallambe,M.R.",B.Ed/111,60,1,1,3,,491.465/VAL,Nitin Prakashan,Pune,2001,298,,,
112,Education & Reference,Sugam Marathi Vyakaran Lekhan ,"Vallambe,M.R.",B.Ed/112,45,1,1,3,,491.465/VAL,Nitin Prakashan,Pune,1997,298,,,
113,Education & Reference,Marathiche Aashayaukta Adhyapan,"Dunakhe,Arvind",B.Ed/113,225,1,1,3,,491.46/DUN,Nitya Nutan Prakashan,Pune,2005,468,,,
114,Education & Reference,Marathiche Aashayaukta Adhyapan,"Dunakhe,Arvind",B.Ed/114,225,1,1,3,,491.46/DUN,Nitya Nutan Prakashan,Pune,2005,468,,,
115,Education & Reference,Marathiche Aashayaukta Adhyapan,"Dunakhe,Arvind",B.Ed/115,225,1,1,3,,491.46/DUN,Nitya Nutan Prakashan,Pune,2005,468,,,
116,Education & Reference,Matrubhasha Marathiche Aashayaukta Adhyapan,"Pawar,N.G.",B.Ed/116,115,1,1,3,,370/PAV,Nutan Prakashan,Pune,2005,283,,,
117,Education & Reference,Matrubhasha Marathiche Aashayaukta Adhyapan,"Pawar,N.G.",B.Ed/117,115,1,1,3,,370/PAV,Nutan Prakashan,Pune,2005,283,,,
118,Education & Reference,Sugam Marathi Vyakaran Lekhan ,"Vallambe,M.R.",B.Ed/118,60,1,1,3,,491.465/VAL,Nitin Prakashan,Pune,2001,298,,,
